,year,month,unc_h,unc_fld,unc_flu,unc_ta,eps
232,2017.0,1.0,-19.9609375,-0.615234375,1.123046875,-0.708984375,0.8859999999999999
233,2017.0,1.0,-19.9609375,2.529296875,-3.603515625,-0.708984375,0.8919999999999999
234,2017.0,1.0,-19.9609375,2.529296875,1.123046875,0.236328125,0.8879999999999999
235,2017.0,1.0,-19.9609375,-0.615234375,-3.603515625,0.236328125,0.8899999999999999
236,2017.0,1.0,-12.5390625,2.529296875,-3.603515625,0.236328125,0.8919999999999999
237,2017.0,1.0,-12.5390625,-0.615234375,1.123046875,0.236328125,0.8859999999999999
238,2017.0,1.0,-12.5390625,-0.615234375,-3.603515625,-0.708984375,0.8899999999999999
239,2017.0,1.0,-12.5390625,-0.615234375,-3.603515625,0.236328125,0.8899999999999999
240,2017.0,1.0,-19.94140625,-1.2353515625,-0.5224609375,-0.0263671875,0.8879999999999999
241,2017.0,1.0,2.28515625,-1.2353515625,-0.5224609375,-0.0263671875,0.8879999999999999
242,2017.0,1.0,-19.94140625,3.4423828125,-0.5224609375,-0.0263671875,0.8899999999999999
243,2017.0,1.0,-19.94140625,-1.2353515625,-2.5830078125,-0.0263671875,0.8879999999999999
244,2017.0,1.0,-19.94140625,-1.2353515625,-0.5224609375,0.1748046875,0.8879999999999999
245,2017.0,1.0,-19.94140625,3.4423828125,-2.5830078125,0.1748046875,0.8899999999999999
246,2017.0,1.0,2.28515625,-1.2353515625,-2.5830078125,0.1748046875,0.8879999999999999
247,2017.0,1.0,2.28515625,3.4423828125,-0.5224609375,0.1748046875,0.8899999999999999
248,2017.0,1.0,2.28515625,3.4423828125,-2.5830078125,-0.0263671875,0.8899999999999999
249,2017.0,1.0,2.28515625,3.4423828125,-2.5830078125,0.1748046875,0.8899999999999999
250,2017.0,1.0,0.05859375,3.7646484375,4.4775390625,0.9736328125,0.8859999999999999
251,2017.0,1.0,-17.71484375,3.7646484375,4.4775390625,0.9736328125,0.8859999999999999
252,2017.0,1.0,0.05859375,-1.5576171875,4.4775390625,0.9736328125,0.8819999999999999
253,2017.0,1.0,0.05859375,3.7646484375,2.4169921875,0.9736328125,0.8859999999999999
254,2017.0,1.0,0.05859375,3.7646484375,4.4775390625,-0.8251953125,0.8859999999999999
255,2017.0,1.0,0.05859375,-1.5576171875,2.4169921875,-0.8251953125,0.8839999999999999
256,2017.0,1.0,-17.71484375,3.7646484375,2.4169921875,-0.8251953125,0.8859999999999999
257,2017.0,1.0,-17.71484375,-1.5576171875,4.4775390625,-0.8251953125,0.8819999999999999
258,2017.0,1.0,-17.71484375,-1.5576171875,2.4169921875,0.9736328125,0.8839999999999999
259,2017.0,1.0,-17.71484375,-1.5576171875,2.4169921875,-0.8251953125,0.8839999999999999
260,2017.0,1.0,10.05859375,-3.7353515625,-3.0224609375,-0.5263671875,0.8879999999999999
261,2017.0,1.0,-7.71484375,-3.7353515625,-3.0224609375,-0.5263671875,0.8879999999999999
262,2017.0,1.0,10.05859375,-4.0576171875,-3.0224609375,-0.5263671875,0.8879999999999999
263,2017.0,1.0,10.05859375,-3.7353515625,-0.0830078125,-0.5263671875,0.8859999999999999
264,2017.0,1.0,10.05859375,-3.7353515625,-3.0224609375,-0.3251953125,0.8879999999999999
265,2017.0,1.0,10.05859375,-4.0576171875,-0.0830078125,-0.3251953125,0.8859999999999999
266,2017.0,1.0,-7.71484375,-3.7353515625,-0.0830078125,-0.3251953125,0.8859999999999999
267,2017.0,1.0,-7.71484375,-4.0576171875,-3.0224609375,-0.3251953125,0.8879999999999999
268,2017.0,1.0,-7.71484375,-4.0576171875,-0.0830078125,-0.5263671875,0.8859999999999999
269,2017.0,1.0,-7.71484375,-4.0576171875,-0.0830078125,-0.3251953125,0.8859999999999999
270,2017.0,1.0,-9.94140625,1.2646484375,1.9775390625,0.4736328125,0.8859999999999999
271,2017.0,1.0,12.28515625,1.2646484375,1.9775390625,0.4736328125,0.8859999999999999
272,2017.0,1.0,-9.94140625,0.9423828125,1.9775390625,0.4736328125,0.8859999999999999
273,2017.0,1.0,-9.94140625,1.2646484375,4.9169921875,0.4736328125,0.8839999999999999
274,2017.0,1.0,-9.94140625,1.2646484375,1.9775390625,0.6748046875,0.8859999999999999
275,2017.0,1.0,-9.94140625,0.9423828125,4.9169921875,0.6748046875,0.8839999999999999
276,2017.0,1.0,12.28515625,1.2646484375,4.9169921875,0.6748046875,0.8839999999999999
277,2017.0,1.0,12.28515625,0.9423828125,1.9775390625,0.6748046875,0.8859999999999999
278,2017.0,1.0,12.28515625,0.9423828125,4.9169921875,0.4736328125,0.8839999999999999
279,2017.0,1.0,12.28515625,0.9423828125,4.9169921875,0.6748046875,0.8839999999999999
280,2017.0,1.0,-4.94140625,-4.9853515625,3.2275390625,0.2236328125,0.8819999999999999
281,2017.0,1.0,17.28515625,-4.9853515625,3.2275390625,0.2236328125,0.8819999999999999
282,2017.0,1.0,-4.94140625,4.6923828125,3.2275390625,0.2236328125,0.8859999999999999
283,2017.0,1.0,-4.94140625,-4.9853515625,-1.3330078125,0.2236328125,0.8859999999999999
284,2017.0,1.0,-4.94140625,-4.9853515625,3.2275390625,-0.0751953125,0.8819999999999999
285,2017.0,1.0,-4.94140625,4.6923828125,-1.3330078125,-0.0751953125,0.8899999999999999
286,2017.0,1.0,17.28515625,-4.9853515625,-1.3330078125,-0.0751953125,0.8859999999999999
287,2017.0,1.0,17.28515625,4.6923828125,3.2275390625,-0.0751953125,0.8859999999999999
288,2017.0,1.0,17.28515625,4.6923828125,-1.3330078125,0.2236328125,0.8899999999999999
289,2017.0,1.0,17.28515625,4.6923828125,-1.3330078125,-0.0751953125,0.8899999999999999
290,2017.0,1.0,15.05859375,0.0146484375,-1.7724609375,-0.7763671875,0.8879999999999999
291,2017.0,1.0,-2.71484375,0.0146484375,-1.7724609375,-0.7763671875,0.8879999999999999
292,2017.0,1.0,15.05859375,-0.3076171875,-1.7724609375,-0.7763671875,0.8879999999999999
293,2017.0,1.0,15.05859375,0.0146484375,3.6669921875,-0.7763671875,0.8839999999999999
294,2017.0,1.0,15.05859375,0.0146484375,-1.7724609375,0.9248046875,0.8879999999999999
295,2017.0,1.0,15.05859375,-0.3076171875,3.6669921875,0.9248046875,0.8839999999999999
296,2017.0,1.0,-2.71484375,0.0146484375,3.6669921875,0.9248046875,0.8839999999999999
